text,lang
"RT @holmescnn: What's a sports commentator to do when there's no sport?   @PATRICKCNN speaks to @nickheathsport who's out of work, but stil…",en
RT @OmarKelly: I’m told NFL players are being told  the offseason programs won’t happen and that players are to stay in the best shape they…,en
RT @FirstpostSports: Weightlifters from Thailand and Malaysia will not be allowed to compete in #Tokyo2020 regardless of the change in date…,en
RT @DanDAddona: AJ Ediger named Holland Sentinel Girls Basketball Player of the Year; Sierra Schrotenboer is Defensive Player of the Year @…,en
RT @BTNMikeHall: I Miss Sports A Lot...(#3) https://t.co/wgPoAudGXU,en
RT @TheoVon: Without sports ESPN just a Dave and Busters live,en
"RT @marcushjohnson: Starting to think we legit might be inside the house until like October. No sports, no school, no restaurants. I hate T…",en
RT @AnaPaulaSaenzf: 🖤😉 #sports #oufit https://t.co/1wsS40qLye,und
"@cmarnyc Maybe in NY. It’s early April. No need to make decisions now on canceling sports leagues, especially football",en
RT @seideljeff: Pitcher makes promise after dad's heartbreaking Covid-19 death: I will get drafted. The story of 10 stunning days and how t…,en
RT @jojobetsosyal: #Jojobet Casino’da yeni oyun sağlayıcısı olan EGT oyunlarımızı hala denemediyseniz adres https://t.co/Zg4Dw2bEdl❗️🎰 http…,tr
i9 Sports® Family Game Night Giveaway https://t.co/C10hY3FyuW,en
@EvanRobertsWFAN  Evan I am huge fan of yours and you are a  sports genius I have a ? For you I wanna ask you what… https://t.co/zSQwkXoUuN,en
RT @AdamSchefter: President Donald Trump is scheduled to participate in a phone call with all major-league  sports commissioners today at n…,en
"RT @wcp: The United States Tennis Association released updated guidelines encouraging tennis players ""to take a collective pause from playi…",en
COVID-19: Lawn Tennis Association allocates £20 million for British tennis https://t.co/mohRhyxETD,en
"RT @nascar_opinion: This doesn't sound good at all.

If I had to GUESS or give MY prediction... there aren't going to be sports in 2020.

T…",en
"RT @ABSCBNNews: Ravenas, Alyssa Valdez open rolling store to serve chicken https://t.co/V55x8GwDmY",en
@AdamSchefter @WhiteHouse Sports going away till 2021,en
RT @palleness: The state of spring sports...now official.,en
Joshua v Whyte sky sports action 👍,en
Nate Lashley part of Nebraska High School Hall of Fame 2020 class. https://t.co/h7qadYpUIP,en
"RT @MikeLupica: Without a coronavirus vaccine, America can’t even think about bringing sports back https://t.co/mQwZFAN1jK",en
RT @AdamSchefter: President Donald Trump is scheduled to participate in a phone call with all major-league  sports commissioners today at n…,en
"RT @MVanTryon: High school athletes, I’m writing this for you. Not for your parents, or your grandparents, or your coaches. 

My name is Ma…",en
"RT @ucf_problems: I know 20 days without sports seems like a lifetime, but just remember it’s been 1,225 days since usf last beat UCF in fo…",en
"RT @mrwagner25: Who is better at NBA 2K, Benjamin Bosmans-Verdonk or Griffin Moore? Frankly, we might not ever know. They struck up a frien…",en
"RT @anttheeditor: Yo @LFC lifelong fan here!

you’re owned by Fenway sports group, you don’t need the government to pay 80% of staff wages.…",en
RT @AdamSchefter: President Donald Trump is scheduled to participate in a phone call with all major-league  sports commissioners today at n…,en
@ACPressHuba Many in the sports entertainment industry have been indicted/ arrested 4 crimes against humanity: chil… https://t.co/tgi248PeUs,en
RT @CecilsJustice: 10 years to save 'world’s most threatened sea #turtle' https://t.co/bxDeYGkMiv,en
"@jt7ta Hey Jeremiah it's Pat from On""The HILL"" Sports Talk DM me assp my man👀🎙🏈💨💨",en
"@poorvasankhla17 @girishsoni9 @ArvindKejriwal  Hello representative why shouldn't social gatherings like kirtan, sp… https://t.co/5uXfHEO7DF",en
@realDonaldTrump  plzz let the sports teams come back on soon we can’t cancel the nba or any sports bring them back soon,en
"Just like in new daily fantasy sports contests and other types of new games, the most opportunity exists when no on… https://t.co/4rfHsPvQw8",en
"RT @UvesKha7863: Yrr TV me movies, Serial, songs,sports Orr bhi Bahut Kuch h, but news mt dekho ye sabse bda virus h. #टीवी_देखना_बंद_करो h…",en
@BarstoolBigCat is my brain missing sports if I assume the Associate Pastors name is “Athletic”?,en
"RT @ESPNIndia: You *have* to win your local sports tournament 

Who among these would you get on board to achieve that? 😏 https://t.co/oY26…",en
"RT @ggreenwald: Look what a pathological liar @JoeNBC is. Today he said about the coronavirus pandemic in the US: 

""Everybody saw this com…",en
Hopefully the NBA meeting goes well today and they devise a safe plan to carry out the playoffs. I need some damn sports?,en
RT @CurtMWeiler: Lost in the shuffle of #FSU sports cancellations are the Seminole Productions freelancers who are suddenly without work.…,en
RT @draftcheat: Dearest @realDonaldTrump should you be a hero and order the sports leagues to start back up under essential services clause…,en
RT @AdamSchefter: President Donald Trump is scheduled to participate in a phone call with all major-league  sports commissioners today at n…,en
"RT @TheBridge_IN: 📢ANNOUNCEMENT

We are excited to announce that we are starting a new 'WEBINAR SERIES'💻

In our 1st #webinar of the series…",en
"RT @dquitmeyer: @OregonGovBrown Did anybody check to see if they work? Heard our neighbors in California received broken ones. 

Can Oregon…",en
Source says Eddie Sutton will be part of Naismith Basketball Hall of Fame 2020 class | OSU Sports Extra |… https://t.co/7UdRy4KvPQ,en
"RT @le_Parisien: Coronavirus : «L’Afrique n’est pas un laboratoire», s’insurge Didier Drogba après la polémique sur LCI https://t.co/SixjfN…",fr
"Corona Epidemic, Likely To Postpone 2 World Football Championships.
#sports #CoronavirusPandemic #COVID2019 #FIFA20… https://t.co/bUIVis7CWX",en
"RT @AndrewMarchand: Now, @maureendowd wants to cover sports media. From her interview with Larry David. 👇👇👇",en
"Name the actor to be in the most great sports movies. I’ll start: 
Chelcie Ross. @MrLetsch @beardown922… https://t.co/NLiwUY9Ml4",en
RT @AdamSchefter: President Donald Trump is scheduled to participate in a phone call with all major-league  sports commissioners today at n…,en
RT @OmarKelly: I’m told NFL players are being told  the offseason programs won’t happen and that players are to stay in the best shape they…,en
RT @AdamSchefter: President Donald Trump is scheduled to participate in a phone call with all major-league  sports commissioners today at n…,en
RT @AdamSchefter: President Donald Trump is scheduled to participate in a phone call with all major-league  sports commissioners today at n…,en
RT @mgrant76308: Women are leading the charge to put laws in place to protect female athletes from competing against biological male “trans…,en
"RT @FCYahoo: Less than 30 minutes of voting left in our Best Team Ever club soccer bracket!

Make sure your pick reaches the final 🏆

➡️ ht…",en
Lost in the shuffle of #FSU sports cancellations are the Seminole Productions freelancers who are suddenly without… https://t.co/RmuW1o6WN0,en
"RT @JewellCardinals: Hi. We miss you and sports 

That is all. ❤️ https://t.co/JHFCigR7Tu",en
"@AdamSchefter @m_hostage @WhiteHouse Let me guess.
They will say nice things about him.
He will offer stimulus mone… https://t.co/m7XSNcHmXL",en
@ProFootballTalk How exactly are they not? They reside over their sports and are the primary decision makers.,en
"RT @UvesKha7863: Yrr TV me movies, Serial, songs,sports Orr bhi Bahut Kuch h, but news mt dekho ye sabse bda virus h. #टीवी_देखना_बंद_करो h…",en
One of the best moments in sports history https://t.co/sd8116H6uZ,en
"RT @imwilson2u: @CallingDrLove69 @FrankSchramm5 reminds me of that George Carlin sports cheer...  about 69 assholes tied in a knot.  

Reci…",en
"@AdamSchefter Shouldn’t Trump be spending more time on getting ventilators, masks, other PPEs and coordinating stat… https://t.co/nJQMcK4kWO",en
"RT @Pg_Benson: 'Light it up!' Ed Farmer's voice in the White Sox radio booth will be missed, especially by those of us who follow the team…",en
"RT @THEBLACKLABEL_: ‘I AM SOMI’ EP.02 DRIVING MY DREAM CAR! ★드디어 드림카 영접하는 날★

https://t.co/TEr5BKOtDM

DOES SOMI PASS HER DRIVING TEST ON T…",ko
@CallingDrLove69 @FrankSchramm5 reminds me of that George Carlin sports cheer...  about 69 assholes tied in a knot.… https://t.co/ElHQYJywE0,en
"@OregonGovBrown Did anybody check to see if they work? Heard our neighbors in California received broken ones. 

Ca… https://t.co/NnYrmHookd",en
Please join in spreading HOPE for the Class of 2020 athletes who want their spring sports season by hanging their u… https://t.co/Cg0FsiYkkK,en
"RT @abpanandatv: নিজেরা কম নেবেন, করোনা যুদ্ধে দেবেন প্রায় ৫ কোটি
https://t.co/PaMGK0o1QH",bn
"RT @dbremer_pxp: I'm sure the sports vacuum we're experiencing is felt in other sports. But, one of the beauties of baseball is that there…",en
RT @OmarKelly: I’m told NFL players are being told  the offseason programs won’t happen and that players are to stay in the best shape they…,en
"RT @BBCSport: ""Serious questions need to be asked.""

The shadow sports minister has questioned why Cheltenham went ahead.

More: https://t.…",en
Bulldogs Clinch First Playoff Berth Since 2012 https://t.co/Cysv2uPCMB,en
RT @CBCOlympics: Nick Nurse said he is '100 per cent' committed to coaching Canada's men's basketball team in its quest to book a spot in t…,en
Glory Road has to be the most underrated sports movie of all time🙌🏾,en
RT @joeovies: ACC Panic Room: @lebrownlow breaks out another robe and we ponder a few Triangle sports “what if?” https://t.co/yVPuPmsnU5 ht…,en
"I think my next EE bill will cost £40, it includes: 

60GB 4G Data
Unlimited calls and text
BT Sports including TV… https://t.co/6p7yhGUqQl",en
@AdamSchefter all sports cancelled,en
"@LeonardCLeon @PaySackBarrett @JWilBuc @Samer__Ali @beingbecks78 @Bucspodcast They're top 5 in college, not top 50… https://t.co/L1Ad6jj13D",en
"RT @matsuikei: 〈炎上〉って、理解度の低い人がわあわあいってるだけですよね？ そういう行為を炎上なんぞと、何か大変なことのように扱うから、〈自分のやることに価値がある〉と勘違いして、ムチャな書き込みをする人が増えるんじゃないんですか？
https://t.co/d…",ja
"RT @DanWetzel: Some thoughts on HBO’s The Scheme, Christian Dawkins and a federal investigation that went sideways in all ways https://t.co…",en
"ya fuckwits this isn’t masturbation chat with travis on SBFW Public Access, this is SPORTS",en
"RT @THEBLACKLABEL_: ‘I AM SOMI’ EP.02 DRIVING MY DREAM CAR! ★드디어 드림카 영접하는 날★

https://t.co/TEr5BKOtDM

DOES SOMI PASS HER DRIVING TEST ON T…",ko
RT @BreitbartNews: Women are leading the charge to put laws in place to protect female athletes from competing against biological male “tra…,en
the world of sports brought to you live right here right now https://t.co/dILmoM8etU,en
"'imaginative, uplifting and inspiring'

Confessions of a Tween Superheroine: The Dunk'N Divaz Series by @ JMGuyCrea… https://t.co/28myYedENE",en
@ArashMarkazi I like how much prominence you place on non traditional sports,en
"Learn from @BillyHo_Golf, 5x @PGATOUR winner and 2014 @FedEx Cup champion.
He shares what he does, both on and off… https://t.co/NoC37qbDgO",en
"RT @SportingGreenSF: “He couldn’t have been a nicer gentleman.” Longtime Oakland Coliseum worker Harold Miller, who started working as a ti…",en
"RT @MLS: #OnThisDay in 2004, @FreddyAdu made his debut for @dcunited against @SJEarthquakes.

The 14-year old made history becoming the you…",en
"New @CNBC read: Right now, sports leagues need to be innovative during this pause &amp; brace for a different consumer… https://t.co/Cxsk3g2XIS",en
@Sports_Madrid الي كتبتها انا كتوقعات مو اكيده طبعا,ar
https://t.co/BH7jIe60rr,und
RT @AdamSchefter: President Donald Trump is scheduled to participate in a phone call with all major-league  sports commissioners today at n…,en
"@dadofboys5 @975Hans No doubt. Those 3 are a great combo. I say the same thing about Shaq, Kobe and LeBron. I don’t… https://t.co/P15xkkyZIZ",en
@Heffelfinger49 @HHHTacklingAcad @UrbanaU_Sports @tyhaines16 @JimCordle63 @CoachShanefelt @JoeNemith3 Jordan Allen… https://t.co/0F0mkxbmZs,en
"Tokyo Olympics 2020: Weightlifters from Thailand, Malaysia to miss rescheduled Games due to doping cases, confirms… https://t.co/zPPHYeSrg2",en
I get needing/having hope but people talking about they can’t wait to be at the bar or somewhere again with their f… https://t.co/W9L6Edr0iZ,en
RT @AdamSchefter: President Donald Trump is scheduled to participate in a phone call with all major-league  sports commissioners today at n…,en
RT @mgrant76308: Women are leading the charge to put laws in place to protect female athletes from competing against biological male “trans…,en
@JCScriven You know they consider VT Tech part of DMV sports,en
RT @AdamSchefter: President Donald Trump is scheduled to participate in a phone call with all major-league  sports commissioners today at n…,en
RT @AdamSchefter: President Donald Trump is scheduled to participate in a phone call with all major-league  sports commissioners today at n…,en
RT @CardiffUniSport: It’s disappointing at this time of great difficulty and national crisis that vandals have chosen to force entry to our…,en
RT @JohnNHarveyIII: For those missing spring sports relive former ⁦@flucos1⁩ catcher Jacob Critzer’s walk-off homer in last year’s state se…,en
"RT @Louisville_GCIS: BREAKING: Louisville, KY has been named The GREATEST City in Sports! https://t.co/w96Q9i476x",en
"Sports is not my thing, but even I can appreciate the significance of this. https://t.co/EX5n23JCne",en
"RT @MitchBTV_: VIDEO: He was set to have NFL scouts and execs' eyes on him at the first ever NFL HBCU Combine.

#COVID19 wiped that event o…",en
"Hi new followers! My name is Shireen. I love my kids, my cat, football, and the feminist sports podcast I co-host… https://t.co/Bcv7qay3GY",en
"Экс-форвард «Реала» Саморано: «Рауль Хименес так же хорош или даже лучше, чем Бензема» https://t.co/UygHCYOt2G с помощью @sportsru",ru
RT @ywny: マサチューセッツ知事が中国と交渉、100万枚以上のN95マスクを入手することになり、アメフトのPatriotsのオーナーがジェット機を飛ばして、さっさと持ち帰り、マサチューセッツとニューヨークの病院に配った。決断力、段取りの良さ、行動力、チームワーク、全ての…,ja
RT @CNBC: Leagues will have to prepare for changing habits when sports finally return https://t.co/Yz37l8tZy7,en
"RT @holmescnn: What's a sports commentator to do when there's no sport?   @PATRICKCNN speaks to @nickheathsport who's out of work, but stil…",en
RT @OmarKelly: I’m told NFL players are being told  the offseason programs won’t happen and that players are to stay in the best shape they…,en
RT @FirstpostSports: Weightlifters from Thailand and Malaysia will not be allowed to compete in #Tokyo2020 regardless of the change in date…,en
RT @DanDAddona: AJ Ediger named Holland Sentinel Girls Basketball Player of the Year; Sierra Schrotenboer is Defensive Player of the Year @…,en
RT @BTNMikeHall: I Miss Sports A Lot...(#3) https://t.co/wgPoAudGXU,en
RT @TheoVon: Without sports ESPN just a Dave and Busters live,en
"RT @marcushjohnson: Starting to think we legit might be inside the house until like October. No sports, no school, no restaurants. I hate T…",en
RT @AnaPaulaSaenzf: 🖤😉 #sports #oufit https://t.co/1wsS40qLye,und
"@cmarnyc Maybe in NY. It’s early April. No need to make decisions now on canceling sports leagues, especially football",en
RT @seideljeff: Pitcher makes promise after dad's heartbreaking Covid-19 death: I will get drafted. The story of 10 stunning days and how t…,en
RT @jojobetsosyal: #Jojobet Casino’da yeni oyun sağlayıcısı olan EGT oyunlarımızı hala denemediyseniz adres https://t.co/Zg4Dw2bEdl❗️🎰 http…,tr
i9 Sports® Family Game Night Giveaway https://t.co/C10hY3FyuW,en
@EvanRobertsWFAN  Evan I am huge fan of yours and you are a  sports genius I have a ? For you I wanna ask you what… https://t.co/zSQwkXoUuN,en
RT @AdamSchefter: President Donald Trump is scheduled to participate in a phone call with all major-league  sports commissioners today at n…,en
"RT @wcp: The United States Tennis Association released updated guidelines encouraging tennis players ""to take a collective pause from playi…",en
COVID-19: Lawn Tennis Association allocates £20 million for British tennis https://t.co/mohRhyxETD,en
"RT @nascar_opinion: This doesn't sound good at all.

If I had to GUESS or give MY prediction... there aren't going to be sports in 2020.

T…",en
"RT @ABSCBNNews: Ravenas, Alyssa Valdez open rolling store to serve chicken https://t.co/V55x8GwDmY",en
@AdamSchefter @WhiteHouse Sports going away till 2021,en
RT @palleness: The state of spring sports...now official.,en
Joshua v Whyte sky sports action 👍,en
Nate Lashley part of Nebraska High School Hall of Fame 2020 class. https://t.co/h7qadYpUIP,en
"RT @MikeLupica: Without a coronavirus vaccine, America can’t even think about bringing sports back https://t.co/mQwZFAN1jK",en
"RT @THEBLACKLABEL_: ‘I AM SOMI’ EP.02 DRIVING MY DREAM CAR! ★드디어 드림카 영접하는 날★

https://t.co/TEr5BKOtDM

DOES SOMI PASS HER DRIVING TEST ON T…",ko
Sports better come back soon. https://t.co/BOwnhTiyxN,en
"RT @Matt_Velazquez: Latest for the JS: Without access to hoops or one another, Bucks players are working to stay in shape and connected htt…",en
"RT @ColinDeaverTV: Sports leagues/events all over have cancelled because of #COVID19. One that still hasn't: the UIL, which has postponed i…",en
"RT @abpanandatv: নিজেরা কম নেবেন, করোনা যুদ্ধে দেবেন প্রায় ৫ কোটি
https://t.co/PaMGK0o1QH",bn
@AdamSchefter @WhiteHouse Because sports are important right now? ffs,en
"@SkySportsNews Nice spin Scouse Sports News, still 80% from the taxpayer.
Surely that can pay the staff with the Co… https://t.co/jKpYU79GuB",en
The only sports going on right now is free agency moves If the #Jets could land Jadevon Clowny and trade for Odell… https://t.co/bRcfvM5env,en
@BostonHeraldHS @HNIBonline @MassHSHockey @MyHockeyLive @sports_ledger @BConn63 @IMHockeyskills @NZPrepHockey… https://t.co/j0nNSb1CKO,und
RT @AdamSchefter: President Donald Trump is scheduled to participate in a phone call with all major-league  sports commissioners today at n…,en
@NoisyHuevos Talent and hard work will always Rise! World will get past this.....sports will return......You’ll com… https://t.co/A0ok9ugJOO,en
@AdamSchefter @WhiteHouse Why? People are dying. And he’s meeting with people who play sports.,en
"RT @dylanohernandez: With AA meetings forced to move online, former boxer @MiaStJohnBoxer explains why sobriety is a struggle in this time…",en
@ktwood2524 @TheQniversity @Lynnstueber Maybe you should spend your time more wisely knowing what the heck you’re t… https://t.co/yVXg3TRr9s,en
Oh my god I miss sports https://t.co/K0eYC110at,en
"Thanks @LogaHilltopper for the nomination!

Post pictures of yourself doing sports job things. You’ve got 24 hours… https://t.co/Txsq4qi4Tv",en
"RT @JeffMercer54: Terribly sorry for Indiana spring sports cancelled today, coaches/players/families invested much. Nothing made me more pr…",en
MBB: Sports Illustrated breaks down ND's 2020 recruiting class. https://t.co/T5mRNtMX5g,en
@dpsportsgeg Incredibly bummed for you and your audience. Your local sports coverage was always second to none. As… https://t.co/PewQ4TDnrk,en
I need sports back and I need it now,en
.@Vol_Baseball alums Garrett Stallings and Zach Linginfelter were at their first spring training in Arizona when th… https://t.co/TdlaBfB2QA,en
RT @se_bon_en_fait: @neeratanden @left_banksy this is literally a Ben Shapiro argument. this is the kind of thing the barstool sports guy p…,en
RT @jennieberkley: Please join in spreading HOPE for the Class of 2020 athletes who want their spring sports season by hanging their unifor…,en
"RT @hemofelo: Next year I don’t want to hear about the Oscar’s, Emmy’s...Golden globes... awards...don’t want to see a single actor, actres…",en
RT @AdamSchefter: President Donald Trump is scheduled to participate in a phone call with all major-league  sports commissioners today at n…,en
Jeff Jacobs: NASCAR is circling the virtual track while real life is stalled https://t.co/x0KXAcXk9A #NHV,en
GTV sports plus is my favourite station in this lockdown period. Currently showing is Gomoa Fete Feyenoord Vs Ashgold.,en
Renown Play-by-Play announcer Dan Shulman joined Mike Damergis' Sports Comm &amp; Media graduate class to discuss the i… https://t.co/j2dYQRdvW5,en
@ByTimReynolds I suspect this is about the Circuses part of the Bread and Circuses idea. The masses need entertainm… https://t.co/jgP7T7hfCA,en
"RT @ggreenwald: Look what a pathological liar @JoeNBC is. Today he said about the coronavirus pandemic in the US: 

""Everybody saw this com…",en
"RT @rwesthead: President Trump has asked the commissioners of the major pro sports leagues, including the NFL, NBA, MLB, and NHL, to take p…",en
"Oh? 👀
The earliest I can see sports coming back is July 1st
June...IF we're lucky https://t.co/3dqlYEGbaR",en
"RT @JonJansen77: 31 years ago, @umichbball was celebrating a National Championship.  Terry Mills takes us behind the scenes on the coaching…",en
RT @Bomber_Reaper: I see ppl complaining about being stuck home. Cant go to the park or beach. That sports is all canceled.  Well you can h…,en
@frntofficesport @WhiteHouse Stick to sports Don!!!!,en
RT @CurtMWeiler: Lost in the shuffle of #FSU sports cancellations are the Seminole Productions freelancers who are suddenly without work.…,en
"Was on a call today with many in the #youthsport, #ltad, #PhysEd  space and it was generally agreed that… https://t.co/mzkltbKw6i",en
"RT @smusyoka: Shujaa Captain @andrewopede, who will be turning 37 on December 25, was planning to hang his boots in style after the 2020 To…",en
"RT @ESPNIndia: You *have* to win your local sports tournament 

Who among these would you get on board to achieve that? 😏 https://t.co/oY26…",en
"RT @ggreenwald: Look what a pathological liar @JoeNBC is. Today he said about the coronavirus pandemic in the US: 

""Everybody saw this com…",en
Hopefully the NBA meeting goes well today and they devise a safe plan to carry out the playoffs. I need some damn sports?,en
RT @CurtMWeiler: Lost in the shuffle of #FSU sports cancellations are the Seminole Productions freelancers who are suddenly without work.…,en
RT @draftcheat: Dearest @realDonaldTrump should you be a hero and order the sports leagues to start back up under essential services clause…,en
RT @AdamSchefter: President Donald Trump is scheduled to participate in a phone call with all major-league  sports commissioners today at n…,en
"RT @TheBridge_IN: 📢ANNOUNCEMENT

We are excited to announce that we are starting a new 'WEBINAR SERIES'💻

In our 1st #webinar of the series…",en
"RT @dquitmeyer: @OregonGovBrown Did anybody check to see if they work? Heard our neighbors in California received broken ones. 

Can Oregon…",en
Source says Eddie Sutton will be part of Naismith Basketball Hall of Fame 2020 class | OSU Sports Extra |… https://t.co/7UdRy4KvPQ,en
"RT @le_Parisien: Coronavirus : «L’Afrique n’est pas un laboratoire», s’insurge Didier Drogba après la polémique sur LCI https://t.co/SixjfN…",fr
"Corona Epidemic, Likely To Postpone 2 World Football Championships.
#sports #CoronavirusPandemic #COVID2019 #FIFA20… https://t.co/bUIVis7CWX",en
"RT @AndrewMarchand: Now, @maureendowd wants to cover sports media. From her interview with Larry David. 👇👇👇",en
"Name the actor to be in the most great sports movies. I’ll start: 
Chelcie Ross. @MrLetsch @beardown922… https://t.co/NLiwUY9Ml4",en
RT @AdamSchefter: President Donald Trump is scheduled to participate in a phone call with all major-league  sports commissioners today at n…,en
RT @OmarKelly: I’m told NFL players are being told  the offseason programs won’t happen and that players are to stay in the best shape they…,en
RT @AdamSchefter: President Donald Trump is scheduled to participate in a phone call with all major-league  sports commissioners today at n…,en
RT @AdamSchefter: President Donald Trump is scheduled to participate in a phone call with all major-league  sports commissioners today at n…,en
RT @mgrant76308: Women are leading the charge to put laws in place to protect female athletes from competing against biological male “trans…,en
"RT @FCYahoo: Less than 30 minutes of voting left in our Best Team Ever club soccer bracket!

Make sure your pick reaches the final 🏆

➡️ ht…",en
Lost in the shuffle of #FSU sports cancellations are the Seminole Productions freelancers who are suddenly without… https://t.co/RmuW1o6WN0,en
"RT @JewellCardinals: Hi. We miss you and sports 

That is all. ❤️ https://t.co/JHFCigR7Tu",en
"@AdamSchefter @m_hostage @WhiteHouse Let me guess.
They will say nice things about him.
He will offer stimulus mone… https://t.co/m7XSNcHmXL",en
@ProFootballTalk How exactly are they not? They reside over their sports and are the primary decision makers.,en
"RT @UvesKha7863: Yrr TV me movies, Serial, songs,sports Orr bhi Bahut Kuch h, but news mt dekho ye sabse bda virus h. #टीवी_देखना_बंद_करो h…",en
One of the best moments in sports history https://t.co/sd8116H6uZ,en
"RT @imwilson2u: @CallingDrLove69 @FrankSchramm5 reminds me of that George Carlin sports cheer...  about 69 assholes tied in a knot.  

Reci…",en
"@AdamSchefter Shouldn’t Trump be spending more time on getting ventilators, masks, other PPEs and coordinating stat… https://t.co/nJQMcK4kWO",en
"RT @Pg_Benson: 'Light it up!' Ed Farmer's voice in the White Sox radio booth will be missed, especially by those of us who follow the team…",en
"RT @THEBLACKLABEL_: ‘I AM SOMI’ EP.02 DRIVING MY DREAM CAR! ★드디어 드림카 영접하는 날★

https://t.co/TEr5BKOtDM

DOES SOMI PASS HER DRIVING TEST ON T…",ko
@CallingDrLove69 @FrankSchramm5 reminds me of that George Carlin sports cheer...  about 69 assholes tied in a knot.… https://t.co/ElHQYJywE0,en
"@OregonGovBrown Did anybody check to see if they work? Heard our neighbors in California received broken ones. 

Ca… https://t.co/NnYrmHookd",en
Please join in spreading HOPE for the Class of 2020 athletes who want their spring sports season by hanging their u… https://t.co/Cg0FsiYkkK,en
"RT @abpanandatv: নিজেরা কম নেবেন, করোনা যুদ্ধে দেবেন প্রায় ৫ কোটি
https://t.co/PaMGK0o1QH",bn
"RT @dbremer_pxp: I'm sure the sports vacuum we're experiencing is felt in other sports. But, one of the beauties of baseball is that there…",en
RT @OmarKelly: I’m told NFL players are being told  the offseason programs won’t happen and that players are to stay in the best shape they…,en
"RT @BBCSport: ""Serious questions need to be asked.""

The shadow sports minister has questioned why Cheltenham went ahead.

More: https://t.…",en
Bulldogs Clinch First Playoff Berth Since 2012 https://t.co/Cysv2uPCMB,en
RT @CBCOlympics: Nick Nurse said he is '100 per cent' committed to coaching Canada's men's basketball team in its quest to book a spot in t…,en
Glory Road has to be the most underrated sports movie of all time🙌🏾,en
RT @joeovies: ACC Panic Room: @lebrownlow breaks out another robe and we ponder a few Triangle sports “what if?” https://t.co/yVPuPmsnU5 ht…,en
"I think my next EE bill will cost £40, it includes: 

60GB 4G Data
Unlimited calls and text
BT Sports including TV… https://t.co/6p7yhGUqQl",en
@AdamSchefter all sports cancelled,en
"@LeonardCLeon @PaySackBarrett @JWilBuc @Samer__Ali @beingbecks78 @Bucspodcast They're top 5 in college, not top 50… https://t.co/L1Ad6jj13D",en
"RT @matsuikei: 〈炎上〉って、理解度の低い人がわあわあいってるだけですよね？ そういう行為を炎上なんぞと、何か大変なことのように扱うから、〈自分のやることに価値がある〉と勘違いして、ムチャな書き込みをする人が増えるんじゃないんですか？
https://t.co/d…",ja
"RT @DanWetzel: Some thoughts on HBO’s The Scheme, Christian Dawkins and a federal investigation that went sideways in all ways https://t.co…",en
"ya fuckwits this isn’t masturbation chat with travis on SBFW Public Access, this is SPORTS",en
"RT @THEBLACKLABEL_: ‘I AM SOMI’ EP.02 DRIVING MY DREAM CAR! ★드디어 드림카 영접하는 날★

https://t.co/TEr5BKOtDM

DOES SOMI PASS HER DRIVING TEST ON T…",ko
RT @BreitbartNews: Women are leading the charge to put laws in place to protect female athletes from competing against biological male “tra…,en
the world of sports brought to you live right here right now https://t.co/dILmoM8etU,en
"'imaginative, uplifting and inspiring'

Confessions of a Tween Superheroine: The Dunk'N Divaz Series by @ JMGuyCrea… https://t.co/28myYedENE",en
@ArashMarkazi I like how much prominence you place on non traditional sports,en
"Learn from @BillyHo_Golf, 5x @PGATOUR winner and 2014 @FedEx Cup champion.
He shares what he does, both on and off… https://t.co/NoC37qbDgO",en
"RT @SportingGreenSF: “He couldn’t have been a nicer gentleman.” Longtime Oakland Coliseum worker Harold Miller, who started working as a ti…",en
"RT @MLS: #OnThisDay in 2004, @FreddyAdu made his debut for @dcunited against @SJEarthquakes.

The 14-year old made history becoming the you…",en
"New @CNBC read: Right now, sports leagues need to be innovative during this pause &amp; brace for a different consumer… https://t.co/Cxsk3g2XIS",en
@Sports_Madrid الي كتبتها انا كتوقعات مو اكيده طبعا,ar
https://t.co/BH7jIe60rr,und
RT @AdamSchefter: President Donald Trump is scheduled to participate in a phone call with all major-league  sports commissioners today at n…,en
"@dadofboys5 @975Hans No doubt. Those 3 are a great combo. I say the same thing about Shaq, Kobe and LeBron. I don’t… https://t.co/P15xkkyZIZ",en
@Heffelfinger49 @HHHTacklingAcad @UrbanaU_Sports @tyhaines16 @JimCordle63 @CoachShanefelt @JoeNemith3 Jordan Allen… https://t.co/0F0mkxbmZs,en
"Tokyo Olympics 2020: Weightlifters from Thailand, Malaysia to miss rescheduled Games due to doping cases, confirms… https://t.co/zPPHYeSrg2",en
I get needing/having hope but people talking about they can’t wait to be at the bar or somewhere again with their f… https://t.co/W9L6Edr0iZ,en
"RT @stanverrett: If we really want Americans to start wearing masks en masse, just have major sports labels and fashion designers start mak…",en
"Just make all games available to watch please @mlb

https://t.co/xRNlhrERZY

Will MLB eventually play games at empt… https://t.co/Xv9M3gVGbd",en
"@ThuliNew @Girlscar_1 theres no soccer, or rugby or any other sports on TV

movies &amp; series lie a lot, 
games are better.",en
Quarantine texting with my sports loving  Dad! Congrats cubs!! Yay! #cubs #WorldSeries https://t.co/CNjfUSb5ZR,en
@go6don @BlooMunKy @Barbarellen @CloneMani Yeah. If I remember rightly I think it was the Reporter sports event so… https://t.co/sJGs5i0XUg,en
@JoseAntonioPhD Can you imagine what children and teenagers suffer from going through weight loss programs in exhau… https://t.co/6GbqFvNHqG,en
